"siteid","sitename","sitedescription","indigName","indigID","indigSlug"
"16300","Kipp [DkPg-VP]","Ponomar gravel pit on the northeast side of Oldman River, 860 m asl, about 13 km west-northwest of Lethbridge and 4 km west-southwest of Kipp, Alberta. Poorly sorted sand and gravel, 1-3 m below the surface of the second terrace above Oldman River (info from CARD).","Blackfoot","34281","blackfoot"
"16300","Kipp [DkPg-VP]","Ponomar gravel pit on the northeast side of Oldman River, 860 m asl, about 13 km west-northwest of Lethbridge and 4 km west-southwest of Kipp, Alberta. Poorly sorted sand and gravel, 1-3 m below the surface of the second terrace above Oldman River (info from CARD).","Michif","33119","michif"
"16301","Kirriemuir Bison [EkOn-VP]","Sounding Creek, Alberta. Bison bones and wood were found in association in a dugout circa 4.27 m depth.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16301","Kirriemuir Bison [EkOn-VP]","Sounding Creek, Alberta. Bison bones and wood were found in association in a dugout circa 4.27 m depth.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16301","Kirriemuir Bison [EkOn-VP]","Sounding Creek, Alberta. Bison bones and wood were found in association in a dugout circa 4.27 m depth.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16301","Kirriemuir Bison [EkOn-VP]","Sounding Creek, Alberta. Bison bones and wood were found in association in a dugout circa 4.27 m depth.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16301","Kirriemuir Bison [EkOn-VP]","Sounding Creek, Alberta. Bison bones and wood were found in association in a dugout circa 4.27 m depth.","Michif","33119","michif"
"16305","Alliston Mammoth","Bones found in the Georgian Bay basin. Robert Bell 1903:292 states that J Henry Peck of Stanley, NY found parts of a mammoth skeleton in 1887 on the ' Haffey lot, west half lot 14, concession VI, Adjala.'","Mississauga/Eastern Anishinaabemowin (Ojibwe)","34828","mississauga-eastern-anishinaabe-ojibwa"
"16305","Alliston Mammoth","Bones found in the Georgian Bay basin. Robert Bell 1903:292 states that J Henry Peck of Stanley, NY found parts of a mammoth skeleton in 1887 on the ' Haffey lot, west half lot 14, concession VI, Adjala.'","Anishinaabemowin","34645","anishinaabe"
"16306","Kenora Bison [DkKp-10]","bog near Kenora, Kenora District, Ontario. the bog was 4.5 meters deep.","Northwestern Anishinaabe (Ojibwa)","34321","northwestern-anishinaabe-ojibwa"
"16306","Kenora Bison [DkKp-10]","bog near Kenora, Kenora District, Ontario. the bog was 4.5 meters deep.","Michif","33119","michif"
"16306","Kenora Bison [DkKp-10]","bog near Kenora, Kenora District, Ontario. the bog was 4.5 meters deep.","Saulteaux","32519","saulteaux"
"16307","Kingfisher [DjSf-22]","near Courtenay, Vancouver Island, British Columbia","<U+0294>ay<U+0294>a<U+01F0>u<U+03B8><U+0259>m / <U+00C9>y7<U+00E1>7juuthem","34468","ey7a7juuthem"
"16308","The Gull Lake Site [EaOd-1]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16308","The Gull Lake Site [EaOd-1]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16308","The Gull Lake Site [EaOd-1]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16308","The Gull Lake Site [EaOd-1]","","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16308","The Gull Lake Site [EaOd-1]","","Michif","33119","michif"
"16308","The Gull Lake Site [EaOd-1]","","Saulteaux","32519","saulteaux"
"16310","Kenney [DjPk-1]","Right bank of Pincher Creek, near Brocket, Oldman drainage, Alberta. A multicomponent site with three occupation layers in stratified sequence associated with developed Ah soil horizons. The uppermost, Layer 4, represents an Old Women's phase occupation, while the lower two, Layers 6 and 8, represent the Besant phase. (from CARD)","Ktunaxa","34430","ktunaxa-2"
"16310","Kenney [DjPk-1]","Right bank of Pincher Creek, near Brocket, Oldman drainage, Alberta. A multicomponent site with three occupation layers in stratified sequence associated with developed Ah soil horizons. The uppermost, Layer 4, represents an Old Women's phase occupation, while the lower two, Layers 6 and 8, represent the Besant phase. (from CARD)","Blackfoot","34281","blackfoot"
"16310","Kenney [DjPk-1]","Right bank of Pincher Creek, near Brocket, Oldman drainage, Alberta. A multicomponent site with three occupation layers in stratified sequence associated with developed Ah soil horizons. The uppermost, Layer 4, represents an Old Women's phase occupation, while the lower two, Layers 6 and 8, represent the Besant phase. (from CARD)","Michif","33119","michif"
"16311","Laidlaw [DlOu-9]","Probable antelope pit trap consisted of two lines of stone converging toward, and connected to, a rectangular stone enclosure; and 2 not connected stone circles. Located on a terrace or terrace-like surface midway up the north face of the South Saskatchewan River valley, 735 m asl, about 1.5 km north of the present river channel, southeastern Alberta.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16311","Laidlaw [DlOu-9]","Probable antelope pit trap consisted of two lines of stone converging toward, and connected to, a rectangular stone enclosure; and 2 not connected stone circles. Located on a terrace or terrace-like surface midway up the north face of the South Saskatchewan River valley, 735 m asl, about 1.5 km north of the present river channel, southeastern Alberta.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16311","Laidlaw [DlOu-9]","Probable antelope pit trap consisted of two lines of stone converging toward, and connected to, a rectangular stone enclosure; and 2 not connected stone circles. Located on a terrace or terrace-like surface midway up the north face of the South Saskatchewan River valley, 735 m asl, about 1.5 km north of the present river channel, southeastern Alberta.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16311","Laidlaw [DlOu-9]","Probable antelope pit trap consisted of two lines of stone converging toward, and connected to, a rectangular stone enclosure; and 2 not connected stone circles. Located on a terrace or terrace-like surface midway up the north face of the South Saskatchewan River valley, 735 m asl, about 1.5 km north of the present river channel, southeastern Alberta.","Blackfoot","34281","blackfoot"
"16311","Laidlaw [DlOu-9]","Probable antelope pit trap consisted of two lines of stone converging toward, and connected to, a rectangular stone enclosure; and 2 not connected stone circles. Located on a terrace or terrace-like surface midway up the north face of the South Saskatchewan River valley, 735 m asl, about 1.5 km north of the present river channel, southeastern Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16311","Laidlaw [DlOu-9]","Probable antelope pit trap consisted of two lines of stone converging toward, and connected to, a rectangular stone enclosure; and 2 not connected stone circles. Located on a terrace or terrace-like surface midway up the north face of the South Saskatchewan River valley, 735 m asl, about 1.5 km north of the present river channel, southeastern Alberta.","Michif","33119","michif"
"16312","Layton [DjPj-3]","Located on a high terrace overlooking the Belly River from the north in the vicinity of Glenwood, Alberta.","Ktunaxa","34430","ktunaxa-2"
"16312","Layton [DjPj-3]","Located on a high terrace overlooking the Belly River from the north in the vicinity of Glenwood, Alberta.","Blackfoot","34281","blackfoot"
"16312","Layton [DjPj-3]","Located on a high terrace overlooking the Belly River from the north in the vicinity of Glenwood, Alberta.","Michif","33119","michif"
"16315","Larson [DlOn-3]","Woodland (Avonlea phase) processing site or camp site located on left bank terrace of Ross Creek, 3 km south of Irvine, South Saskatchewan drainage, Alberta.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16315","Larson [DlOn-3]","Woodland (Avonlea phase) processing site or camp site located on left bank terrace of Ross Creek, 3 km south of Irvine, South Saskatchewan drainage, Alberta.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16315","Larson [DlOn-3]","Woodland (Avonlea phase) processing site or camp site located on left bank terrace of Ross Creek, 3 km south of Irvine, South Saskatchewan drainage, Alberta.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16315","Larson [DlOn-3]","Woodland (Avonlea phase) processing site or camp site located on left bank terrace of Ross Creek, 3 km south of Irvine, South Saskatchewan drainage, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16315","Larson [DlOn-3]","Woodland (Avonlea phase) processing site or camp site located on left bank terrace of Ross Creek, 3 km south of Irvine, South Saskatchewan drainage, Alberta.","Michif","33119","michif"
"16316","Highwood Burial [EePk-272]","Late Archaic Pelican Lake phase burial pit containing 2 children with a rich assortment of grave goods. Located 20km south and east of Calgary, Alberta, on the prairie level overlooking the Highwood River. valley","Ktunaxa","34430","ktunaxa-2"
"16316","Highwood Burial [EePk-272]","Late Archaic Pelican Lake phase burial pit containing 2 children with a rich assortment of grave goods. Located 20km south and east of Calgary, Alberta, on the prairie level overlooking the Highwood River. valley","Blackfoot","34281","blackfoot"
"16316","Highwood Burial [EePk-272]","Late Archaic Pelican Lake phase burial pit containing 2 children with a rich assortment of grave goods. Located 20km south and east of Calgary, Alberta, on the prairie level overlooking the Highwood River. valley","Michif","33119","michif"
"16317","High Level Borrow Pit [IdQg-VP, High Level]","Found in a gravel Pit near High Level, Alberta in the Bushe River, Peace drainage.","Dene K<U+2019>e","34334","dene-ke"
"16317","High Level Borrow Pit [IdQg-VP, High Level]","Found in a gravel Pit near High Level, Alberta in the Bushe River, Peace drainage.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16317","High Level Borrow Pit [IdQg-VP, High Level]","Found in a gravel Pit near High Level, Alberta in the Bushe River, Peace drainage.","Michif","33119","michif"
"16318","J-Crossing [DjPm-16]","Paleoindian (Alberta) campsite on the south bank of Crowsnest River, about 4 km above its confluence with Oldman River, Alberta.","Ktunaxa","34430","ktunaxa-2"
"16318","J-Crossing [DjPm-16]","Paleoindian (Alberta) campsite on the south bank of Crowsnest River, about 4 km above its confluence with Oldman River, Alberta.","Blackfoot","34281","blackfoot"
"16321","Metke [EdPl-10]","Near High River, Bow drainage, Alberta","Ktunaxa","34430","ktunaxa-2"
"16321","Metke [EdPl-10]","Near High River, Bow drainage, Alberta","Michif","33119","michif"
"16322","Travers [EbPd-VP]","near Travers, Little Bow River, Oldman drainage, Alberta","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16322","Travers [EbPd-VP]","near Travers, Little Bow River, Oldman drainage, Alberta","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16322","Travers [EbPd-VP]","near Travers, Little Bow River, Oldman drainage, Alberta","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16322","Travers [EbPd-VP]","near Travers, Little Bow River, Oldman drainage, Alberta","Blackfoot","34281","blackfoot"
"16322","Travers [EbPd-VP]","near Travers, Little Bow River, Oldman drainage, Alberta","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16322","Travers [EbPd-VP]","near Travers, Little Bow River, Oldman drainage, Alberta","Michif","33119","michif"
"16323","Ross Creek [DlOn-2, DlOn-200]","Woodland, Avonlea phase, bison Kill site exposed in alluvium of the east bank of Ross Creek, 770 m asl, about 3.2 km southwest of Irvine, South Saskatchewan drainage, Alberta. The site is 200 m southeast of the Larson site (DlOn-3) and may be a contemporaneous campsite.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16323","Ross Creek [DlOn-2, DlOn-200]","Woodland, Avonlea phase, bison Kill site exposed in alluvium of the east bank of Ross Creek, 770 m asl, about 3.2 km southwest of Irvine, South Saskatchewan drainage, Alberta. The site is 200 m southeast of the Larson site (DlOn-3) and may be a contemporaneous campsite.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16323","Ross Creek [DlOn-2, DlOn-200]","Woodland, Avonlea phase, bison Kill site exposed in alluvium of the east bank of Ross Creek, 770 m asl, about 3.2 km southwest of Irvine, South Saskatchewan drainage, Alberta. The site is 200 m southeast of the Larson site (DlOn-3) and may be a contemporaneous campsite.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16323","Ross Creek [DlOn-2, DlOn-200]","Woodland, Avonlea phase, bison Kill site exposed in alluvium of the east bank of Ross Creek, 770 m asl, about 3.2 km southwest of Irvine, South Saskatchewan drainage, Alberta. The site is 200 m southeast of the Larson site (DlOn-3) and may be a contemporaneous campsite.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16323","Ross Creek [DlOn-2, DlOn-200]","Woodland, Avonlea phase, bison Kill site exposed in alluvium of the east bank of Ross Creek, 770 m asl, about 3.2 km southwest of Irvine, South Saskatchewan drainage, Alberta. The site is 200 m southeast of the Larson site (DlOn-3) and may be a contemporaneous campsite.","Michif","33119","michif"
"16324","The Knechtel 1 Site [BbHj-2A]","","Anishinaabemowin","34645","anishinaabe"
"16324","The Knechtel 1 Site [BbHj-2A]","","Odawa","33840","odawa-2"
"16325","The McIntosh Site [25BW15]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16325","The McIntosh Site [25BW15]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16325","The McIntosh Site [25BW15]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16325","The McIntosh Site [25BW15]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"16325","The McIntosh Site [25BW15]","","Pawnee","34204","pawnee-2"
"16325","The McIntosh Site [25BW15]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"16326","Thandlat Mountain [JdVb-2]","","D<U+00E4>n k<U+02BC><U+00E8> (S Tutchone)","34603","southern-tutchone"
"16327","Thatcher [UALP 7014]","","White Mountain","34743","white-mountain"
"16328","The Big Lake Bison Kill Site [14RG13]","","Jumanos","34782","jumanos-2"
"16328","The Big Lake Bison Kill Site [14RG13]","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"16333","Teacher's Cove [BgDr-11]","","Maliseet-Passamaquoddy","34852","maliseet-potawatomi"
"16333","Teacher's Cove [BgDr-11]","","Passamaquoddy","34156","passamaquoddy-2"
"16334","Tasealuk [PfJv-2]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16334","Tasealuk [PfJv-2]","","Natsilingmiutut","34451","natsilingmiutut"
"16335","Tasiarulik [QjJx-10]","","North Baffin Qikiqtaluk uannangani","34643","north-baffin-qikiqtaluk-uannangani"
"16335","Tasiarulik [QjJx-10]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16336","Stoners Creek [40DV119]","","Shawnee","34408","shawnee-2"
"16336","Stoners Creek [40DV119]","","Mobilian Jargon","32577","mobilian-jargon"
"16337","Stott [DlMa-1]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16337","Stott [DlMa-1]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16337","Stott [DlMa-1]","","Severn Anishinaabe Oji-Cree","34802","severn-anishinaabe-oji-cree"
"16337","Stott [DlMa-1]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16337","Stott [DlMa-1]","","Michif","33119","michif"
"16337","Stott [DlMa-1]","","Saulteaux","32519","saulteaux"
"16338","Strait Canyon Fauna","","Tutelo-Saponi","34660","tutelo-saponi"
"16339","Stratford Flats [AgHb-50]","","Anishinaabemowin","34645","anishinaabe"
"16340","Strathcona [FjPi-29]","","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16340","Strathcona [FjPi-29]","","Michif","33119","michif"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","Ktunaxa","34430","ktunaxa-2"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","Blackfoot","34281","blackfoot"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16344","Ross [DiPd-3]","Multicomponent campsite buried in a low terrace on the right (south) bank of Oldman River, 15 km northeast of Coaldale, Alberta. The river is eroding the site along more than 200 m of the cutbank where at least eight intact components, all Old Women's phase, can be distinguished. Components are numbered from bottom to top and a ninth component is a flood deposit.","Michif","33119","michif"
"16346","Pincher Creek [DiPl-4]","town of Pincher Creek, Oldman drainage, Alberta","Ktunaxa","34430","ktunaxa-2"
"16346","Pincher Creek [DiPl-4]","town of Pincher Creek, Oldman drainage, Alberta","Blackfoot","34281","blackfoot"
"16361","Point Beazer [DgPh-3]","Old Women's phase multicomponent campsite located on the first terrace above the west bank of St. Mary River, east of Atena, Alberta.","Ktunaxa","34430","ktunaxa-2"
"16361","Point Beazer [DgPh-3]","Old Women's phase multicomponent campsite located on the first terrace above the west bank of St. Mary River, east of Atena, Alberta.","Blackfoot","34281","blackfoot"
"16361","Point Beazer [DgPh-3]","Old Women's phase multicomponent campsite located on the first terrace above the west bank of St. Mary River, east of Atena, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16361","Point Beazer [DgPh-3]","Old Women's phase multicomponent campsite located on the first terrace above the west bank of St. Mary River, east of Atena, Alberta.","Michif","33119","michif"
"16370","Panther River [EjPu-1]","Site with Late Prehistoric and Late Middle Prehistoric components. Located on a grass-covered, low terrace on the south side of North Burnt Timber Creek, a tributary of Panther River in the Red Deer headwaters area, Alberta.","Nakota","34483","nakota"
"16370","Panther River [EjPu-1]","Site with Late Prehistoric and Late Middle Prehistoric components. Located on a grass-covered, low terrace on the south side of North Burnt Timber Creek, a tributary of Panther River in the Red Deer headwaters area, Alberta.","Ktunaxa","34430","ktunaxa-2"
"16370","Panther River [EjPu-1]","Site with Late Prehistoric and Late Middle Prehistoric components. Located on a grass-covered, low terrace on the south side of North Burnt Timber Creek, a tributary of Panther River in the Red Deer headwaters area, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16370","Panther River [EjPu-1]","Site with Late Prehistoric and Late Middle Prehistoric components. Located on a grass-covered, low terrace on the south side of North Burnt Timber Creek, a tributary of Panther River in the Red Deer headwaters area, Alberta.","Michif","33119","michif"
"16371","Pashley Pit","12.8 km ESE of Medicine Hat and 5.6 km W of Pashley, Alberta.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16371","Pashley Pit","12.8 km ESE of Medicine Hat and 5.6 km W of Pashley, Alberta.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16371","Pashley Pit","12.8 km ESE of Medicine Hat and 5.6 km W of Pashley, Alberta.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16371","Pashley Pit","12.8 km ESE of Medicine Hat and 5.6 km W of Pashley, Alberta.","Blackfoot","34281","blackfoot"
"16371","Pashley Pit","12.8 km ESE of Medicine Hat and 5.6 km W of Pashley, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16371","Pashley Pit","12.8 km ESE of Medicine Hat and 5.6 km W of Pashley, Alberta.","Michif","33119","michif"
"16380","Pakan [GaPc-VP]","North bank of the North Saskatchewan River, 570 m asl, 6 km northeast of Pakan and 12 km southeast of Smoky Lake, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16380","Pakan [GaPc-VP]","North bank of the North Saskatchewan River, 570 m asl, 6 km northeast of Pakan and 12 km southeast of Smoky Lake, Alberta.","Michif","33119","michif"
"16381","Milan [EkPg-VP] [Three Hills]","11.3 km east and 3.2 km south of Three Hills, 808-814 m asl, Three Hills Creek valley, Red Deer drainage, Alberta","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16381","Milan [EkPg-VP] [Three Hills]","11.3 km east and 3.2 km south of Three Hills, 808-814 m asl, Three Hills Creek valley, Red Deer drainage, Alberta","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16381","Milan [EkPg-VP] [Three Hills]","11.3 km east and 3.2 km south of Three Hills, 808-814 m asl, Three Hills Creek valley, Red Deer drainage, Alberta","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16381","Milan [EkPg-VP] [Three Hills]","11.3 km east and 3.2 km south of Three Hills, 808-814 m asl, Three Hills Creek valley, Red Deer drainage, Alberta","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16381","Milan [EkPg-VP] [Three Hills]","11.3 km east and 3.2 km south of Three Hills, 808-814 m asl, Three Hills Creek valley, Red Deer drainage, Alberta","Michif","33119","michif"
"16382","Rat's Nest Cave","Rats Nest Cave is a natural trap on Grotto Mountain near Exshaw, Alberta, about 6 km east of Canmore. Cave system is 4 km long. Bone deposits occur in the pit entrance, which is 250 m above the Bow River.","Nakota","34483","nakota"
"16382","Rat's Nest Cave","Rats Nest Cave is a natural trap on Grotto Mountain near Exshaw, Alberta, about 6 km east of Canmore. Cave system is 4 km long. Bone deposits occur in the pit entrance, which is 250 m above the Bow River.","Ktunaxa","34430","ktunaxa-2"
"16382","Rat's Nest Cave","Rats Nest Cave is a natural trap on Grotto Mountain near Exshaw, Alberta, about 6 km east of Canmore. Cave system is 4 km long. Bone deposits occur in the pit entrance, which is 250 m above the Bow River.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16383","Ramillies Site [EcOr-35]","Site is located on north side of the west end of Chaisson Ridge, 777 m asl, on the Suffield Military Reserve, South Saskatchewan drainage, southeastern Alberta. Site consists of a multicomponent bison kill and campsite. A bison trap on top of a coulee and a second kill area below the trap on the upper slope of the coulee. The campsite is on the floor of the coulee. ","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16383","Ramillies Site [EcOr-35]","Site is located on north side of the west end of Chaisson Ridge, 777 m asl, on the Suffield Military Reserve, South Saskatchewan drainage, southeastern Alberta. Site consists of a multicomponent bison kill and campsite. A bison trap on top of a coulee and a second kill area below the trap on the upper slope of the coulee. The campsite is on the floor of the coulee. ","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16383","Ramillies Site [EcOr-35]","Site is located on north side of the west end of Chaisson Ridge, 777 m asl, on the Suffield Military Reserve, South Saskatchewan drainage, southeastern Alberta. Site consists of a multicomponent bison kill and campsite. A bison trap on top of a coulee and a second kill area below the trap on the upper slope of the coulee. The campsite is on the floor of the coulee. ","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16383","Ramillies Site [EcOr-35]","Site is located on north side of the west end of Chaisson Ridge, 777 m asl, on the Suffield Military Reserve, South Saskatchewan drainage, southeastern Alberta. Site consists of a multicomponent bison kill and campsite. A bison trap on top of a coulee and a second kill area below the trap on the upper slope of the coulee. The campsite is on the floor of the coulee. ","Blackfoot","34281","blackfoot"
"16383","Ramillies Site [EcOr-35]","Site is located on north side of the west end of Chaisson Ridge, 777 m asl, on the Suffield Military Reserve, South Saskatchewan drainage, southeastern Alberta. Site consists of a multicomponent bison kill and campsite. A bison trap on top of a coulee and a second kill area below the trap on the upper slope of the coulee. The campsite is on the floor of the coulee. ","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16383","Ramillies Site [EcOr-35]","Site is located on north side of the west end of Chaisson Ridge, 777 m asl, on the Suffield Military Reserve, South Saskatchewan drainage, southeastern Alberta. Site consists of a multicomponent bison kill and campsite. A bison trap on top of a coulee and a second kill area below the trap on the upper slope of the coulee. The campsite is on the floor of the coulee. ","Michif","33119","michif"
"16385","Whitlock Hills","","Chiricahua","34443","chiricahua"
"16386","NOVA Donalda [FcPg-33]","Red Deer drainage, Alberta","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16386","NOVA Donalda [FcPg-33]","Red Deer drainage, Alberta","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16386","NOVA Donalda [FcPg-33]","Red Deer drainage, Alberta","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16386","NOVA Donalda [FcPg-33]","Red Deer drainage, Alberta","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16386","NOVA Donalda [FcPg-33]","Red Deer drainage, Alberta","Michif","33119","michif"
"16387","Old Bindloss Ferry [EdOn-15]","Bison kill bone bed in South Saskatchewan drainage, Alberta.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16387","Old Bindloss Ferry [EdOn-15]","Bison kill bone bed in South Saskatchewan drainage, Alberta.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16387","Old Bindloss Ferry [EdOn-15]","Bison kill bone bed in South Saskatchewan drainage, Alberta.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16387","Old Bindloss Ferry [EdOn-15]","Bison kill bone bed in South Saskatchewan drainage, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
