FILINGPERIODNAME,REPORTTYPECODE,REPORTNAME,REGISTRANTTYPE,DATEFILED,AMENDEDDATE,COMMITTEE ID,REGISTRANTNAME,ELECTIONYEAR,BRANCH,FILINGYEAR,EXTENSION,COMMENTFLAG,ATTACHMENT,VIEWREPORTTYPE,CREATEDDATE,
Spring Pre-Election 2020,EB7,Independent Expenditure,PAC,3/19/2020,10/21/2020,0501706,Drinks In The Seats,2020,,2020,,False,,1,2020-01-12T21:38:34.817,
Spring Pre-Election 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,3/21/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,2020,,2020,,False,,1,2020-03-21T14:16:30.840,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,3/26/2020,4/15/2020,1200039,American Majority Action,,,2020,,False,,0,2020-03-26T08:57:32.850,
July Continuing 2020,EB3,Receipt - 72-Hour Report,Independent Expenditure Committee,3/27/2020,3/27/2020,1100112,A Better Wisconsin Together Political Fund,,,2020,,False,,1,2020-01-21T16:42:55.470,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,3/27/2020,4/3/2020,1100112,A Better Wisconsin Together Political Fund,,,2020,,False,,1,2020-01-21T16:42:55.470,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,3/27/2020,4/7/2020,1100086,Republican State Leadership Committee - Judicial Fairness Initiative,,,2020,,False,,1,2020-03-27T08:20:03.787,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,3/27/2020,4/3/2020,0106146,Committee to Retain Judge Beau Liegeois,,Brown County Circuit Court  Branch 08,2020,,False,,1,2019-09-29T19:40:37.120,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,3/27/2020,4/6/2020,1200010,Americans For Prosperity,,,2020,,False,,0,2018-01-22T09:41:05.800,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,3/27/2020,4/8/2020,0106129,Jill for Justice,,Supreme Court,2020,,False,,1,2020-02-11T14:55:25.483,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,3/27/2020,4/7/2020,0105892,Friends of Justice Daniel Kelly,,Supreme Court,2020,,False,,1,2019-07-15T09:32:56.993,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,3/27/2020,4/10/2020,1100094,Leadership MKE,,,2020,,False,,1,2019-10-08T11:21:34.633,
July Continuing 2020,EB3,Receipt - 72-Hour Report,Political Party,3/28/2020,4/6/2020,0300054,Democratic Party of Wisconsin,,,2020,,False,,1,2019-09-24T08:19:59.223,
Spring Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,3/28/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,2020,,2020,,False,,1,2020-03-21T14:16:30.840,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,3/28/2020,,1200040,Indivisible Action,,,2020,,False,,0,2020-03-28T22:42:36,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,3/29/2020,4/4/2020,1200005,Planned Parenthood Advocates of Wisconsin - C4,,,2020,,False,,0,2016-09-21T16:05:29.527,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,3/30/2020,4/1/2020,1200041,The LBC Political Fund,,,2020,,False,,0,2020-03-30T11:10:47.810,
Spring Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,3/30/2020,,1100112,A Better Wisconsin Together Political Fund,2020,,2020,,False,,1,2020-03-29T22:15:12.780,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,3/30/2020,4/1/2020,1200042,Kenosha Cares Coalition  Inc.,,,2020,,False,,0,2020-03-30T13:38:23.120,
Spring Pre-Election 2020,EB7,Independent Expenditure,PAC,3/30/2020,,0500327,WEAC Region 3 PAC,2020,,2020,,False,,1,2020-03-27T09:31:33.187,
July Continuing 2020,EB2A,Committee Report - No Activity,PAC,7/12/2022,,0501718,Americans for Firearms Rights,,,2020,,False,,0,2022-07-12T20:22:58.427,
Spring Pre-Election 2020,EB7,Independent Expenditure,PAC,3/30/2020,8/24/2021,0500189,WEAC PAC,2020,,2020,,False,,1,2020-01-13T14:06:52.620,
January Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/12/2022,,0501718,Americans for Firearms Rights,,,2020,,False,,0,2022-07-12T20:22:58.427,
Spring Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,3/30/2020,12/23/2020,1100001,American Federation for Children Action Fund - Wisconsin IE Committee,2020,,2020,,False,,1,2019-07-15T13:58:08.673,
Spring Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,3/30/2020,,1100094,Leadership MKE,2020,,2020,,False,,1,2019-10-08T11:21:34.633,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,3/31/2020,,0106136,Brett Blomme for Judge,,Milwaukee County Circuit Court  Branch 05,2020,,False,,1,2019-08-15T14:05:24.560,
Spring Pre-Election 2020,EB7,Independent Expenditure,PAC,3/31/2020,,0501745,Wisconsin Rapids Fire Fighters Political Action Committee,2020,,2020,,False,,1,2020-03-19T16:01:07.393,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,3/31/2020,4/5/2020,0105629,Friends of Paul Bugenhagen Jr,,Court of Appeals  District 02,2020,,False,,1,2019-04-30T16:16:30.897,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,4/1/2020,4/22/2020,1100009,Citizen Action of Wisconsin Inc.,,,2020,,False,,1,2019-07-15T10:12:08.880,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/1/2020,,1200007,NRA Political Victory Fund - Federal PAC,,,2020,,False,,0,2016-10-31T15:56:20.527,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/1/2020,4/3/2020,1200019,Voces de la Frontera Action Inc.,,,2020,,False,,0,2018-08-02T10:24:47.480,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,4/1/2020,4/3/2020,1100114,Kenosha Cares Coalition,,,2020,,False,,1,2020-03-30T10:34:38.010,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/1/2020,4/1/2020,1200043,Alliance for Justice Action Campaign -c4,,,2020,,False,,0,2020-04-01T16:03:10.577,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/1/2020,4/15/2020,1200035,SEIU WI State Council,,,2020,,False,,0,2020-02-12T18:33:37.217,
July Continuing 2020,EB3,Receipt - 72-Hour Report,Independent Expenditure Committee,4/1/2020,,1100114,Kenosha Cares Coalition,,,2020,,False,,1,2020-03-30T10:34:38.010,
July Continuing 2020,EB3,Receipt - 72-Hour Report,Independent Expenditure Committee,4/2/2020,,1100115,ABDC Expenditure Fund,,,2020,,False,,1,2020-04-02T09:39:36.180,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,4/2/2020,,1100115,ABDC Expenditure Fund,,,2020,,False,,1,2020-04-02T09:39:36.180,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,4/2/2020,,0104623,Friends of Judge Lisa Neubauer,,Court of Appeals  District 02,2020,,False,,1,2018-07-09T16:58:25.300,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/2/2020,4/7/2020,1200017,Service Employees International Union Committee on Political Education,,,2020,,False,,0,2018-07-18T21:41:49.093,
July Continuing 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,4/4/2020,,1100001,American Federation for Children Action Fund - Wisconsin IE Committee,,,2020,,False,,1,2019-07-15T13:58:08.673,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/4/2020,,1200036,Citizens for Effective Government,,,2020,,False,,0,2020-02-28T16:16:30.050,
July Continuing 2020,EB3,Receipt - 72-Hour Report,Political Party,4/6/2020,,0300173,Republican Party of Wisconsin,,,2020,,False,,1,2020-01-10T15:09:22.107,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,4/8/2020,,0106121,Kiefer for Judge,,Milwaukee County Circuit Court  Branch 29,2020,,False,,1,2020-03-27T16:28:37.973,
July Continuing 2020,EB3,Receipt - 72-Hour Report,PAC,4/8/2020,,0501400,Wisconsin Family Action PAC,,,2020,,False,,1,2019-07-11T10:57:50.473,
July Continuing 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,4/16/2020,,1200044,Blue Sky Waukesha  Inc.,,,2020,,False,,0,2020-04-16T21:55:05.903,
Spring Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,6/26/2020,8/24/2021,1100059,Wisconsin Family Action  Inc. - 1.91 Account,2020,,2020,,False,,1,2019-07-11T10:59:07.950,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,6/30/2020,10/8/2020,1100115,ABDC Expenditure Fund,,,2020,,False,,1,2020-06-30T12:14:34.940,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/7/2020,,1100094,Leadership MKE,,,2020,,False,,1,2019-10-08T11:21:34.633,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/9/2020,,1100112,A Better Wisconsin Together Political Fund,,,2020,,False,,1,2020-03-29T22:15:12.780,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/13/2020,,1100086,Republican State Leadership Committee - Judicial Fairness Initiative,,,2020,,False,,1,2020-07-13T10:51:53.543,
January Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/15/2022,,0501689,Wisconsin Liberty Fund,,,2020,,False,,1,2020-02-05T19:32:16.363,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,7/13/2020,,1200045,Make Liberty Win,2020,,2020,,False,,0,2020-07-13T13:32:28.410,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,7/13/2020,7/24/2020,1200005,Planned Parenthood Advocates of Wisconsin - C4,2020,,2020,,False,,0,2016-09-21T16:05:29.527,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/14/2020,8/24/2021,1100059,Wisconsin Family Action  Inc. - 1.91 Account,,,2020,,False,,1,2020-07-14T07:12:06.397,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/15/2020,,1100114,Kenosha Cares Coalition,,,2020,,False,,1,2020-03-30T10:34:38.010,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/15/2020,,1100001,American Federation for Children Action Fund - Wisconsin IE Committee,,,2020,,False,,1,2020-07-15T12:16:48.150,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/15/2020,,0105545,Perry for Wisconsin,,State Assembly  District No. 97,2020,,False,,0,2020-04-20T07:11:25.390,
Spring Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/15/2020,,1100110,LBC Political Fund,2020,,2020,,False,,1,2019-07-09T20:37:37.317,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/15/2020,,1100110,LBC Political Fund,,,2020,,False,,1,2019-07-09T20:37:37.317,
July Continuing 2020,EB7,Independent Expenditure,PAC,7/15/2020,8/24/2021,0500189,WEAC PAC,,,2020,,False,,1,2020-03-31T08:19:03.917,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/15/2020,,1100009,Citizen Action of Wisconsin Inc.,,,2020,,False,,1,2020-07-15T10:36:55.210,
July Continuing 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/15/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,,,2020,,False,,1,2020-03-21T14:16:30.840,
July Continuing 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/18/2020,,0106223,Will for Racine,,State Assembly  District No. 66,2020,,False,,1,2020-07-18T20:26:17.477,
Fall Pre-Primary 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,7/20/2020,,1100118,Voters First Wisconsin Committee,2020,,2020,,False,,1,2020-07-20T11:12:54.980,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,7/20/2020,,1200046,Paul Michael Weber Sen Pajul 2020 22 24,2020,,2020,,False,,0,2020-07-20T20:27:29.750,
Fall Pre-Primary 2020,EB2A,Committee Report - No Activity,PAC,7/26/2022,,0501398,IBEW Local 577 COPE Fund,2020,,2020,,False,,1,2021-11-22T11:29:00.027,
Fall Pre-Primary 2020,EB3,Receipt - 72-Hour Report,Independent Expenditure Committee,7/22/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,2020,,2020,,False,,1,2020-03-21T14:16:30.840,
Fall Pre-Primary 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,7/22/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,2020,,2020,,False,,1,2020-03-21T14:16:30.840,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,PAC,7/27/2020,,0501734,Wisconsin Funeral Directors Association PAC,2020,,2020,,False,,1,2020-01-10T14:11:45.290,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Independent Expenditure Committee,7/28/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,2020,,2020,,False,,1,2020-07-23T22:09:09.580,
Fall Pre-Primary 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,7/28/2020,,1100110,LBC Political Fund,2020,,2020,,False,,1,2019-07-09T20:37:37.317,
September Report 2020,EB7,Independent Expenditure,Unregistered Express Advocacy,7/29/2020,8/5/2020,1200005,Planned Parenthood Advocates of Wisconsin - C4,,,2020,,False,,0,2016-09-21T16:05:29.527,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/30/2020,,0105472,Friends of Mark Spreitzer,,State Assembly  District No. 45,2020,,False,,1,2020-01-15T20:44:01.777,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/30/2020,,0106178,Bonnie Lee for Wisconsin,,State Assembly  District No. 14,2020,,False,,1,2020-01-20T11:06:21.443,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/31/2020,8/10/2020,0106017,Friends of Robyn Vining,,State Assembly  District No. 14,2020,,False,,1,2020-04-21T18:14:25.137,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/31/2020,8/1/2020,0106241,Citizens for Sylvia Ortiz-Velez,,State Assembly  District No. 08,2020,,False,,1,2020-04-14T16:25:09.713,
September Report 2020,EB3,Receipt - 72-Hour Report,Political Party,7/31/2020,8/11/2020,0300054,Democratic Party of Wisconsin,,,2020,,False,,1,2020-07-13T22:47:29.583,
September Report 2020,EB3,Receipt - 72-Hour Report,Legislative Campaign Committee,7/31/2020,8/10/2020,0400001,Assembly Democratic Camp Comm,,,2020,,False,,1,2020-07-15T17:59:58.910,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/31/2020,,0106119,TIP FOR WI,,State Assembly  District No. 64,2020,,False,,1,2020-07-15T11:53:59.567,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,7/31/2020,8/8/2020,0105729,Don Vruwink for Assembly,,State Assembly  District No. 43,2020,,False,,1,2020-04-06T08:46:22.767,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/1/2020,8/11/2020,0106190,Kristina for Assembly,,State Assembly  District No. 90,2020,,False,,1,2020-02-20T09:11:38.450,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/1/2020,8/3/2020,0105921,Patty for Senate,,State Senate  District No. 10,2020,,False,,1,2020-07-10T10:42:46.853,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/1/2020,,0105450,Friends for Jessie,,State Assembly  District No. 21,2020,,False,,1,2020-05-28T11:18:40.487,
September Report 2020,EB3,Receipt - 72-Hour Report,Political Party,8/1/2020,,0300322,Barron County Republican Party,,,2020,,False,,1,2020-06-24T14:42:34.090,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/2/2020,8/6/2020,0105423,Adam Neylon for Assembly,,State Assembly  District No. 98,2020,,False,,1,2020-03-31T10:33:07.870,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Independent Expenditure Committee,8/2/2020,8/3/2020,1100118,Voters First Wisconsin Committee,2020,,2020,,False,,1,2020-08-02T12:17:10.767,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/2/2020,8/21/2020,0105282,Friends of Tod Ohnstad,,State Assembly  District No. 65,2020,,False,,1,2020-04-24T15:48:23.850,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/2/2020,,0104948,Amy Loudenbeck for Assembly,,State Assembly  District No. 31,2020,,False,,1,2020-05-06T09:15:50.227,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/2/2020,8/7/2020,0104243,Committee to Elect Joan Ballweg,,State Senate  District No. 14,2020,,False,,1,2020-02-24T16:14:21.677,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,,0103120,Friends of Donna Rozar,,State Assembly  District No. 69,2020,,False,,1,2020-04-09T09:11:37.380,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/6/2020,0106174,Hansen for Wisconsin,,State Senate  District No. 30,2020,,False,,1,2020-01-10T00:48:27.070,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/12/2020,0106162,Friends of Deb Andraca,,State Assembly  District No. 23,2020,,False,,1,2019-11-27T09:09:54.353,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/4/2020,0101856,Friends Of Steve Doyle,,State Assembly  District No. 94,2020,,False,,1,2020-08-03T10:56:05.347,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/5/2020,0106292,Kristin Lyerly for State Assembly,,State Assembly  District No. 88,2020,,False,,1,2020-05-11T22:35:52.410,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,,0103368,Pfaff for State Senate,,State Senate  District No. 32,2020,,False,,1,2020-04-26T20:27:36.863,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Independent Expenditure Committee,8/3/2020,,1100110,LBC Political Fund,2020,,2020,,False,,1,2019-07-09T20:37:37.317,
Fall Pre-Primary 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/3/2020,0106223,Will for Racine,2020,State Assembly  District No. 66,2020,,False,,1,2020-07-18T20:26:17.477,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,10/23/2020,0106223,Will for Racine,2020,State Assembly  District No. 66,2020,,False,,1,2020-07-18T20:26:17.477,
Fall Pre-Primary 2020,EB3,Receipt - 72-Hour Report,Independent Expenditure Committee,8/3/2020,,1100009,Citizen Action of Wisconsin Inc.,2020,,2020,,False,,1,2020-07-15T10:36:55.210,
Fall Pre-Primary 2020,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,8/3/2020,,1100009,Citizen Action of Wisconsin Inc.,2020,,2020,,False,,1,2020-07-15T10:36:55.210,
Fall Pre-Primary 2020,EB7,Independent Expenditure,Independent Expenditure Committee,8/3/2020,,1100009,Citizen Action of Wisconsin Inc.,2020,,2020,,False,,1,2020-07-15T10:36:55.210,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,,0105806,T E Pronschinske for Assembly,,State Assembly  District No. 92,2020,,False,,1,2020-05-28T11:52:46.950,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,,0104973,Friends of Dianne Hesselbein,,State Assembly  District No. 79,2020,,False,,1,2020-04-14T13:08:22.247,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/8/2020,0105574,Rob Brooks For Assembly,,State Assembly  District No. 60,2020,,False,,1,2020-05-07T12:59:51.033,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,8/24/2020,0104606,Friends of Kelda Roys,,State Senate  District No. 26,2020,,False,,1,2020-03-27T06:34:57.287,
Fall Pre-Primary 2020,EB7,Independent Expenditure,PAC,8/3/2020,8/24/2021,0500189,WEAC PAC,2020,,2020,,False,,1,2020-03-31T08:19:03.917,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/3/2020,9/21/2020,0105504,Meyers for Assembly,,State Assembly  District No. 74,2020,,False,,1,2020-04-26T11:07:23.117,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/4/2020,,0106247,Committee to Elect Tomika Vukovic,,State Assembly  District No. 11,2020,,False,,1,2020-04-19T13:17:43.050,
September Report 2020,EB3,Receipt - 72-Hour Report,Legislative Campaign Committee,8/4/2020,8/12/2020,0400005,Committee to Elect a Republican Senate,,,2020,,False,,1,2020-01-02T11:50:00.987,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/4/2020,8/10/2020,0102511,Friends of Alberta Darling,,State Senate  District No. 08,2020,,False,,1,2020-03-05T12:40:36.700,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/4/2020,,0105273,Friends of Swearingen,,State Assembly  District No. 34,2020,,False,,1,2020-05-18T20:48:44.477,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/4/2020,,0106213,Armstrong for State Assembly,,State Assembly  District No. 75,2020,,False,,1,2020-03-26T12:19:09.117,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/4/2020,8/8/2020,0104591,Tranel for Assembly,,State Assembly  District No. 49,2020,,False,,1,2020-01-12T17:49:09.387,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/4/2020,8/10/2020,0105360,Testin for Senate,,State Senate  District No. 24,2020,,False,,1,2020-01-15T09:40:36.573,
September Report 2020,EB3,Receipt - 72-Hour Report,State Candidate,8/5/2020,,0106263,Friends of Sara Rodriguez For Wisconsin,,State Assembly  District No. 13,2020,,False,,1,2020-07-15T23:52:50.890,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900108,Xcel Energy Conduit Fund ,,,2021,,False,,1,2021-05-13T11:49:14.537,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0104878,Citizens for Jeremy Thiesfeldt,,State Assembly  District No. 52,2021,,False,,1,2021-07-12T18:14:52.207,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,11/21/2024,0100789,Cowles for Senate,,State Senate  District No. 02,2021,,False,,1,2020-03-12T11:58:46.237,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900161,Appleton Firefighters 257 ,,,2021,,False,,1,2021-01-09T10:26:08.843,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0103195,Warren Petryk For Assembly,,State Assembly  District No. 93,2021,,False,,1,2020-10-15T09:19:23.720,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0105009,Friends of Mike Kuglitsch,,State Assembly  District No. 84,2021,,False,,1,2021-07-13T09:31:09.730,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0103549,Jon Erpenbach Senate Committee,,State Senate  District No. 27,2021,,False,,1,2021-01-14T20:27:30.603,
Spring Pre-Election 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900025,WI Insurance Alliance WIA/DGP ,2021,,2021,,False,,1,2020-07-07T11:15:57.203,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900025,WI Insurance Alliance WIA/DGP ,,,2021,,False,,1,2020-07-07T11:15:57.203,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900110,PSW Friends of Pharmacy Fund ,,,2021,,False,,1,2017-10-02T11:43:50.700,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,7/13/2023,0104991,Friends of Chris Larson,,State Senate  District No. 07,2021,,False,,1,2019-08-13T14:23:18.753,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106174,Hansen for Wisconsin,,State Senate  District No. 30,2021,,False,,1,2021-01-11T20:31:36.257,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/13/2021,,0500007,Association WI School Administrators,,,2021,,False,,1,2021-01-06T11:00:35.573,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/13/2021,,0501691,Greater Green Bay PAC,,,2021,,False,,1,2021-01-04T09:32:43.623,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0501487,Franklin Professional Firefighters Political Action Committee,,,2021,,False,,1,2021-07-13T10:42:07.763,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500990,Local 158 PAC,,,2021,,False,,1,2021-07-13T10:49:28.470,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300262,Polk County Republican Party,,,2021,,False,,1,2020-12-10T12:31:55.550,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,7/8/2024,0105696,Feyen for Senate,,State Senate  District No. 18,2021,,False,,1,2021-07-13T11:03:09.030,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300033,Buffalo Co Democratic Party,,,2021,,False,,1,2021-04-08T14:47:36.380,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/13/2021,,0501256,MAXIMUS  Inc. Political Action Committee,,,2021,,False,,1,2021-01-13T10:51:30.497,
July Continuing 2021,EB50,Segregated Fund,Political Party,7/13/2021,7/13/2021,0300226,Waukesha County Republican Party,,,2021,,False,,1,2021-06-26T14:25:49.827,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106322,Vote For Berge,,State Assembly  District No. 68,2021,,False,,0,2021-07-13T10:50:39.333,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0105141,Wachs for Wisconsin,,Governor,2021,,False,,0,2020-07-14T10:53:01.183,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0105809,Friends of Kenneth Hamm,,Juneau County District Attorney,2021,,False,,1,2021-07-13T11:31:17.920,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0501727,RENEW Wisconsin Energy Fund  Inc. PAC,,,2021,,False,,1,2021-07-13T11:35:26.400,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900129,Foley & Lardner Conduit ,,,2021,,False,,1,2021-06-02T12:01:11.020,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0106417,LeviforGovernor,,Governor,2021,,False,,0,2021-06-18T23:31:52.880,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,12/23/2021,0300225,Washington Co Republican Party,,,2021,,False,,1,2021-04-25T12:06:42.287,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106018,Snodgrass for Assembly,,State Assembly  District No. 57,2021,,False,,1,2021-07-02T08:45:51.337,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106251,Friends of Kevin Hoyer,,State Assembly  District No. 94,2021,,False,,1,2021-04-30T16:43:27.877,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900151,Delta Dental of WI Conduit ,,,2021,,False,,1,2021-07-13T12:14:32.797,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0105892,Friends of Justice Daniel Kelly,,Supreme Court,2021,,False,,1,2021-07-13T12:22:54.317,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0106297,TGustina for WI District 45,,State Assembly  District No. 45,2021,,False,,0,2021-07-13T12:27:51.877,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500206,WRA WI Restaurant Assn PAC,,,2021,,False,,1,2021-07-11T12:52:37.500,
